168.5,0
168.5,0.0
186.9468,-30.57699
175.3853,-35.04041
155.2197,-33.14922
170.5461,-35.6518
171.5107,-52.45908
177.0945,-149.7536
95.22965,-130.8872
105.1973,-113.0813
154.3156,-128.8154
197.4129,-126.3276
246.8488,-103.2283
262.7383,-88.95932
272.7545,-98.41445
240.851,-68.29809
223.7863,-52.18935
189.6249,-73.03453
196.8541,-98.02766
224.2975,-85.44015
206.724,-58.53074
173.3509,-69.73801
158.5603,-69.19628
152.9026,-108.5837
137.2586,-105.1554
154.5478,-46.96164
178.7536,-47.90535
185.2667,-78.33524
191.9934,-109.7628
202.2215,-107.0639
169.4169,-112.2452
168.696,-23.99226
173.7426,-23.41328
164.9766,-23.73295
159.6577,-59.5609
206.6858,-46.55675
192.4508,-29.20123
156.0502,-35.65609
137.7198,-88.15427
226.688,-73.0257
207.6132,-49.08696
193.1794,-57.70876
164.8728,-62.65953
151.193,-60.3311
135.2972,-115.7431
151.3793,-119.188
213.3287,-133.4912
168.3228,-140.8172
125.8582,-134.2058
108.5676,-127.4269
271.8063,-95.69386
245.4972,-117.9023
